sys,t_res,s_res,time_span,tr,ta,total_time,percent_area
Sedona,hour,0.25,5,,,299.0278115272522,50
Sedona,year,0.25,5,,,4.388244152069092,50
Sedona,month,0.5,5,,,3.3148319721221924,50
Sedona,hour,1.0,5,,,289.8312404155731,50
Sedona,year,1.0,5,,,3.1332528591156006,50
