sys,t_res,s_res,time_span,tr,ta,total_time,percent_area
Sedona,year,0.25,1.0,,,4.311295032501221,100
Sedona,year,0.25,2.5,,,0.13306069374084473,100
Sedona,year,0.25,5.0,,,3.0011439323425293,100
Sedona,year,1.0,1.0,,,3.0624191761016846,100
Sedona,year,1.0,2.5,,,0.10027194023132324,100
Sedona,year,1.0,5.0,,,2.861981153488159,100
