sys,t_res,s_res,time_span,tr,ta,total_time,percent_area
Sedona,year,0.25,1.0,,,7.934285402297974,100
Sedona,year,0.25,2.5,,,0.0861823558807373,100
Sedona,year,0.25,5.0,,,5.792692422866821,100
Sedona,year,0.25,10.0,,,5.666890859603882,100
Sedona,year,1.0,1.0,,,5.193521738052368,100
Sedona,year,1.0,2.5,,,0.11948776245117188,100
Sedona,year,1.0,5.0,,,5.0382678508758545,100
Sedona,year,1.0,10.0,,,4.8966686725616455,100
